0.0,M,33,72000.0,8.0,16,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,33,72000.0,15.0,16,1.0,1,22.16,0,1,0.0,24.0,0.0
0.0,O,40,57000.0,0.0,7,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,O,40,57000.0,14.0,7,0.0,2,12.71,1,2,3.0,12.0,66.0
0.0,F,59,90000.0,27.0,29,6.0,6,24.905,2,2,12.0,15.0,63.0
1.0,F,24,60000.0,17.0,21,3.0,6,12.898333333333333,2,2,8.0,6.0,42.0
0.0,F,26,73000.0,1.0,14,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,26,73000.0,15.0,14,1.0,7,1.86,1,2,2.0,84.0,84.0
1.0,F,19,65000.0,1.0,24,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,54,91000.0,22.0,24,1.0,2,27.725,1,1,5.0,24.0,108.0
0.0,F,28,68000.0,0.0,11,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,28,68000.0,7.0,11,0.0,1,24.59,0,1,0.0,18.0,0.0
0.0,F,28,68000.0,26.0,11,5.0,5,19.939999999999998,1,3,5.0,10.0,18.0
0.0,M,24,42000.0,16.0,11,2.0,5,2.216,0,1,0.0,18.0,0.0
0.0,M,24,42000.0,25.0,11,4.0,7,2.311428571428572,0,4,0.0,33.0,0.0
1.0,F,88,54000.0,1.0,34,1.0,1,6.03,0,0,0.0,0.0,0.0
1.0,F,88,54000.0,7.0,34,0.0,5,0.0,1,1,0.0,24.0,12.0
0.0,F,88,54000.0,14.0,34,0.0,8,0.0,2,2,0.0,15.0,12.0
0.0,M,55,83000.0,2.0,33,2.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,72,102000.0,17.0,16,3.0,4,27.32,2,2,6.0,6.0,102.0
1.0,M,62,80000.0,17.0,24,3.0,3,14.546666666666667,0,0,0.0,0.0,0.0
1.0,M,94,50000.0,2.0,45,2.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,28,35000.0,8.0,10,1.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,47,86000.0,14.0,18,0.0,5,18.974,2,2,12.0,9.0,21.0
0.0,F,22,49000.0,7.0,21,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,22,32000.0,10.0,32,3.0,6,2.3583333333333334,1,1,3.0,6.0,96.0
0.0,M,45,88000.0,10.0,7,3.0,1,19.22,0,1,0.0,42.0,0.0
1.0,M,40,65000.0,24.0,22,3.0,1,7.32,1,3,5.0,50.0,102.0
0.0,M,35,70000.0,0.0,6,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,73,45000.0,5.0,28,5.0,1,6.67,0,0,0.0,0.0,0.0
1.0,M,73,45000.0,15.0,28,1.0,5,97.46200000000002,0,1,0.0,120.0,0.0
0.0,M,60,74000.0,7.0,12,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,45,52000.0,22.0,7,1.0,2,2.67,0,2,0.0,30.0,0.0
1.0,F,56,91000.0,1.0,6,1.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,55,104000.0,17.0,21,3.0,1,25.14,0,0,0.0,0.0,0.0
1.0,F,68,32000.0,14.0,17,0.0,8,7.985,1,1,3.0,6.0,6.0
0.0,M,57,55000.0,5.0,12,5.0,1,18.94,0,0,0.0,0.0,0.0
0.0,M,57,55000.0,15.0,12,1.0,2,18.235,0,2,0.0,138.0,0.0
0.0,F,54,117000.0,21.0,11,0.0,4,28.902500000000003,1,1,2.0,0.0,36.0
1.0,F,86,73000.0,17.0,14,3.0,4,14.8825,2,2,15.0,15.0,39.0
0.0,M,67,79000.0,0.0,12,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,F,52,115000.0,3.0,29,3.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,52,115000.0,17.0,29,3.0,7,0.0,2,2,2.0,39.0,9.0
0.0,F,52,115000.0,23.0,29,2.0,9,0.0,2,3,2.0,30.0,9.0
0.0,M,22,57000.0,18.0,5,4.0,2,1.79,0,1,0.0,18.0,0.0
0.0,F,57,79000.0,7.0,2,0.0,2,13.375,0,0,0.0,0.0,0.0
0.0,F,57,79000.0,17.0,2,3.0,2,13.375,0,1,0.0,18.0,0.0
1.0,M,24,56000.0,1.0,51,1.0,1,4.98,0,0,0.0,0.0,0.0
1.0,M,24,56000.0,14.0,51,0.0,8,0.0,1,1,0.0,36.0,0.0
0.0,F,66,57000.0,0.0,32,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,66,57000.0,14.0,32,0.0,3,15.333333333333334,0,1,0.0,12.0,0.0
0.0,F,66,57000.0,21.0,32,0.0,8,14.712499999999999,1,3,2.0,12.0,0.0
0.0,F,68,76000.0,16.0,32,2.0,3,24.319999999999997,0,0,0.0,0.0,0.0
1.0,M,20,43000.0,9.0,31,2.0,5,11.866,0,0,0.0,0.0,0.0
0.0,M,56,35000.0,2.0,9,2.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,56,35000.0,14.0,9,0.0,5,4.639999999999999,0,2,0.0,48.0,0.0
0.0,M,61,100000.0,16.0,36,2.0,8,118.73000000000002,2,2,15.0,18.0,30.0
0.0,M,61,100000.0,21.0,36,0.0,9,108.98444444444446,3,4,18.0,31.5,42.0
0.0,M,61,78000.0,0.0,10,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,61,78000.0,7.0,10,0.0,0,0.0,0,1,0.0,12.0,0.0
0.0,M,61,78000.0,15.0,10,1.0,2,19.645000000000003,0,2,0.0,6.0,0.0
1.0,M,61,34000.0,8.0,20,1.0,2,7.885,1,1,5.0,0.0,66.0
0.0,F,60,51000.0,15.0,5,1.0,4,15.280000000000001,0,0,0.0,0.0,0.0
1.0,F,74,91000.0,14.0,21,0.0,2,33.515,1,1,2.0,0.0,126.0
1.0,M,49,73000.0,16.0,19,2.0,3,6.38,0,0,0.0,0.0,0.0
0.0,F,44,76000.0,7.0,5,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,44,76000.0,17.0,5,3.0,0,0.0,0,2,0.0,0.0,0.0
0.0,F,53,84000.0,8.0,16,1.0,2,21.625,1,1,3.0,0.0,108.0
0.0,F,54,119000.0,14.0,34,0.0,6,22.465000000000003,1,1,2.0,6.0,12.0
0.0,F,69,79000.0,0.0,8,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,62,62000.0,0.0,15,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,62,62000.0,24.0,15,3.0,4,19.355,1,2,2.0,0.0,0.0
1.0,M,44,64000.0,24.0,12,3.0,7,17.318571428571428,0,0,0.0,0.0,0.0
1.0,F,54,58000.0,21.0,16,0.0,5,15.266000000000002,1,2,5.0,30.0,12.0
0.0,M,39,71000.0,7.0,14,0.0,3,17.03,1,1,10.0,0.0,0.0
0.0,M,39,71000.0,17.0,14,3.0,4,17.9875,2,3,15.0,4.0,39.0
1.0,M,59,42000.0,24.0,38,3.0,6,3.0933333333333337,0,1,0.0,198.0,0.0
0.0,F,83,67000.0,22.0,3,1.0,12,17.9925,1,3,5.0,42.0,6.0
1.0,F,68,57000.0,1.0,14,1.0,1,12.99,0,0,0.0,0.0,0.0
1.0,F,68,57000.0,25.0,14,4.0,17,0.0,4,4,20.0,18.0,28.5
1.0,F,58,64000.0,18.0,33,4.0,9,77.9711111111111,2,2,7.0,3.0,99.0
0.0,M,77,94000.0,21.0,42,0.0,7,23.72,1,2,2.0,93.0,6.0
1.0,M,57,65000.0,14.0,16,0.0,6,17.591666666666672,1,1,2.0,0.0,6.0
0.0,M,57,65000.0,17.0,16,3.0,10,0.0,2,2,2.0,0.0,6.0
0.0,F,42,50000.0,10.0,11,3.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,28,65000.0,14.0,7,0.0,4,4.36,1,2,3.0,36.0,78.0
1.0,M,61,59000.0,1.0,3,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,61,59000.0,8.0,3,1.0,4,0.0,1,1,0.0,30.0,12.0
1.0,M,61,59000.0,23.0,3,2.0,8,0.0,2,4,3.0,25.5,69.0
0.0,M,38,66000.0,22.0,12,1.0,16,2.448125,1,2,2.0,33.0,78.0
1.0,M,70,65000.0,1.0,43,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,70,65000.0,15.0,43,1.0,5,0.0,1,1,0.0,24.0,18.0
0.0,F,81,79000.0,5.0,4,5.0,2,25.09,0,0,0.0,0.0,0.0
0.0,F,49,58000.0,4.0,7,4.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,49,58000.0,7.0,7,0.0,0,0.0,0,1,0.0,96.0,0.0
0.0,F,62,40000.0,10.0,2,3.0,1,12.81,0,0,0.0,0.0,0.0
0.0,M,64,75000.0,14.0,12,0.0,3,5.52,0,0,0.0,0.0,0.0
0.0,F,79,88000.0,14.0,27,0.0,2,28.35,1,1,2.0,18.0,18.0
0.0,F,79,88000.0,27.0,27,6.0,3,24.133333333333336,1,2,2.0,18.0,18.0
1.0,F,32,34000.0,21.0,10,0.0,6,10.328333333333333,1,1,10.0,24.0,36.0
1.0,F,32,34000.0,25.0,10,4.0,9,0.0,2,2,10.0,18.0,18.0
0.0,F,87,94000.0,1.0,15,1.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,24,73000.0,0.0,21,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,44,74000.0,14.0,10,0.0,2,1.08,0,0,0.0,0.0,0.0
1.0,M,51,98000.0,7.0,31,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,51,98000.0,15.0,31,1.0,3,0.0,1,1,0.0,6.0,6.0
1.0,M,51,98000.0,26.0,31,5.0,8,0.0,2,4,10.0,15.0,12.0
1.0,M,55,61000.0,15.0,10,1.0,5,15.102,1,1,10.0,0.0,12.0
1.0,M,55,61000.0,17.0,10,3.0,8,0.0,2,2,10.0,15.0,9.0
1.0,F,84,96000.0,25.0,19,4.0,5,23.576,3,3,12.0,8.0,56.0
0.0,M,67,46000.0,7.0,8,0.0,1,6.21,0,0,0.0,0.0,0.0
1.0,M,45,84000.0,17.0,27,3.0,4,25.3325,1,1,2.0,6.0,24.0
1.0,M,51,114000.0,21.0,32,0.0,2,20.205,1,1,10.0,72.0,24.0
1.0,M,74,69000.0,7.0,28,0.0,4,6.0175,1,1,5.0,18.0,48.0
1.0,F,40,63000.0,7.0,7,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,41,83000.0,18.0,11,4.0,0,0.0,0,3,0.0,8.0,0.0
0.0,M,79,71000.0,1.0,17,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,79,71000.0,24.0,17,3.0,10,16.419999999999998,3,4,9.0,10.5,20.0
0.0,F,30,41000.0,20.0,20,6.0,3,4.95,0,0,0.0,0.0,0.0
0.0,M,82,78000.0,25.0,33,4.0,5,22.448,1,1,2.0,42.0,108.0
1.0,M,66,108000.0,0.0,1,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,66,108000.0,10.0,1,3.0,2,0.0,1,1,0.0,12.0,18.0
0.0,M,32,59000.0,8.0,9,1.0,1,3.68,0,0,0.0,0.0,0.0
0.0,M,52,56000.0,6.0,31,6.0,2,12.26,0,0,0.0,0.0,0.0
0.0,M,41,68000.0,16.0,11,2.0,1,10.6,1,1,5.0,24.0,6.0
0.0,M,41,68000.0,21.0,11,0.0,1,10.6,1,2,5.0,36.0,6.0
1.0,M,60,74000.0,17.0,13,3.0,5,20.488,2,2,12.0,33.0,15.0
0.0,M,81,115000.0,7.0,11,0.0,1,21.83,0,0,0.0,0.0,0.0
1.0,F,37,89000.0,25.0,33,4.0,9,20.026666666666667,2,3,7.0,38.0,54.0
0.0,M,35,48000.0,8.0,8,1.0,2,12.295,0,1,0.0,12.0,0.0
1.0,M,35,48000.0,17.0,8,3.0,4,13.13,1,3,3.0,28.0,6.0
0.0,M,44,83000.0,2.0,21,2.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,71,78000.0,22.0,5,1.0,2,24.85,2,4,4.0,12.0,81.0
0.0,M,30,66000.0,0.0,5,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,30,66000.0,9.0,5,2.0,1,0.68,0,1,0.0,6.0,0.0
0.0,M,30,66000.0,22.0,5,1.0,3,1.1566666666666667,0,3,0.0,42.0,0.0
0.0,M,50,65000.0,14.0,55,0.0,4,0.66,0,0,0.0,0.0,0.0
0.0,F,60,77000.0,23.0,8,2.0,5,18.192,1,1,5.0,66.0,30.0
1.0,M,66,36000.0,0.0,12,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,55,58000.0,14.0,38,0.0,5,3.18,0,0,0.0,0.0,0.0
1.0,M,58,79000.0,7.0,16,0.0,1,19.24,0,0,0.0,0.0,0.0
0.0,F,69,94000.0,11.0,28,4.0,2,24.740000000000002,0,0,0.0,0.0,0.0
1.0,M,46,31000.0,3.0,28,3.0,1,4.35,0,0,0.0,0.0,0.0
1.0,M,46,31000.0,14.0,28,0.0,11,0.0,2,2,10.0,57.0,15.0
0.0,M,53,64000.0,25.0,26,4.0,11,3.9781818181818194,1,2,2.0,36.0,12.0
1.0,M,65,71000.0,6.0,9,6.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,65,71000.0,24.0,9,3.0,11,0.0,3,3,8.0,62.0,6.0
0.0,M,42,53000.0,26.0,1,5.0,3,15.229999999999999,0,2,0.0,21.0,0.0
0.0,M,32,39000.0,21.0,11,0.0,4,24.905,0,1,0.0,12.0,0.0
0.0,M,32,39000.0,24.0,11,3.0,4,24.905,0,2,0.0,54.0,0.0
0.0,M,75,81000.0,0.0,34,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,75,81000.0,20.0,34,6.0,1,16.0,0,1,0.0,0.0,0.0
0.0,F,57,88000.0,24.0,14,3.0,4,22.775,2,2,10.0,18.0,72.0
0.0,F,60,30000.0,18.0,11,4.0,3,2.48,0,1,0.0,18.0,0.0
0.0,M,50,30000.0,18.0,19,4.0,1,6.95,0,0,0.0,0.0,0.0
1.0,M,50,30000.0,21.0,19,0.0,1,6.95,0,1,0.0,114.0,0.0
0.0,F,101,59000.0,18.0,17,4.0,2,12.24,0,0,0.0,0.0,0.0
1.0,F,101,59000.0,24.0,17,3.0,7,16.732857142857142,1,2,2.0,15.0,24.0
0.0,M,71,45000.0,8.0,6,1.0,0,0.0,0,0,0.0,0.0,0.0
0.0,O,47,51000.0,25.0,4,4.0,1,15.23,1,2,10.0,21.0,18.0
0.0,M,46,100000.0,0.0,9,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,F,36,58000.0,7.0,31,0.0,2,14.170000000000002,0,0,0.0,0.0,0.0
1.0,F,36,58000.0,25.0,31,4.0,7,0.0,1,1,0.0,0.0,6.0
0.0,M,32,57000.0,27.0,42,6.0,10,2.866,0,2,0.0,45.0,0.0
0.0,M,72,53000.0,9.0,2,2.0,1,18.03,1,1,10.0,0.0,30.0
0.0,F,88,33000.0,20.0,27,6.0,6,4.8,1,2,5.0,18.0,0.0
0.0,M,32,46000.0,21.0,22,0.0,10,14.219000000000003,1,1,3.0,6.0,12.0
0.0,M,54,65000.0,14.0,8,0.0,7,13.527142857142858,1,1,5.0,144.0,66.0
0.0,M,57,93000.0,7.0,55,0.0,1,31.42,1,1,2.0,60.0,18.0
0.0,M,57,93000.0,14.0,55,0.0,1,31.42,1,2,2.0,30.0,18.0
0.0,M,65,42000.0,8.0,5,1.0,2,0.7699999999999999,0,0,0.0,0.0,0.0
1.0,M,65,42000.0,25.0,5,4.0,5,2.814,0,2,0.0,21.0,0.0
1.0,M,75,84000.0,15.0,49,1.0,6,22.268333333333334,0,1,0.0,138.0,0.0
0.0,F,46,78000.0,24.0,11,3.0,5,12.826000000000002,3,4,7.0,1.5,28.0
0.0,M,72,91000.0,16.0,9,2.0,2,18.815,1,1,5.0,0.0,510.0
0.0,M,72,91000.0,24.0,9,3.0,4,22.865,1,3,5.0,32.0,510.0
1.0,M,28,62000.0,0.0,39,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,60,45000.0,10.0,4,3.0,0,0.0,0,1,0.0,24.0,0.0
1.0,M,27,33000.0,18.0,52,4.0,11,3.342727272727273,1,2,3.0,45.0,12.0
1.0,F,45,40000.0,21.0,12,0.0,5,11.578,2,3,5.0,26.0,39.0
0.0,F,54,108000.0,7.0,18,0.0,1,29.21,0,0,0.0,0.0,0.0
1.0,M,62,63000.0,24.0,16,3.0,15,4.596000000000001,2,3,7.0,20.0,54.0
1.0,F,25,63000.0,21.0,11,0.0,8,15.257499999999999,2,2,5.0,15.0,21.0
0.0,F,48,34000.0,14.0,12,0.0,1,0.93,0,1,0.0,108.0,0.0
1.0,F,64,61000.0,7.0,27,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,F,84,73000.0,12.0,24,5.0,2,26.9,1,1,3.0,18.0,84.0
0.0,F,84,73000.0,15.0,24,1.0,4,0.0,2,2,3.0,72.0,45.0
1.0,M,56,38000.0,0.0,35,0.0,0,0.0,0,0,0.0,0.0,0.0
0.0,M,56,38000.0,17.0,35,3.0,7,0.0,1,1,0.0,6.0,0.0
0.0,F,57,31000.0,0.0,6,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,F,57,31000.0,17.0,6,3.0,5,41.79600000000001,0,1,0.0,0.0,0.0
0.0,M,75,86000.0,4.0,32,4.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,54,74000.0,14.0,23,0.0,4,19.475,1,1,5.0,6.0,24.0
1.0,F,54,74000.0,17.0,23,3.0,5,17.652,1,2,5.0,3.0,24.0
0.0,F,65,120000.0,21.0,10,0.0,2,31.435,1,1,10.0,12.0,12.0
0.0,F,42,84000.0,17.0,3,3.0,3,20.19333333333333,1,1,2.0,0.0,18.0
0.0,F,42,84000.0,22.0,3,1.0,4,21.435,1,2,2.0,0.0,18.0
0.0,M,72,40000.0,7.0,10,0.0,0,0.0,0,0,0.0,0.0,0.0
1.0,M,72,40000.0,17.0,10,3.0,3,2.796666666666667,0,2,0.0,99.0,0.0
0.0,F,71,50000.0,11.0,13,4.0,8,14.773750000000001,1,1,10.0,30.0,0.0
1.0,F,71,50000.0,15.0,13,1.0,9,14.394444444444446,1,2,10.0,69.0,0.0
0.0,F,28,43000.0,14.0,9,0.0,1,0.5,0,0,0.0,0.0,0.0
1.0,M,28,71000.0,16.0,42,2.0,5,2.802,0,0,0.0,0.0,0.0
1.0,M,28,71000.0,18.0,42,4.0,7,0.0,1,1,0.0,48.0,24.0
0.0,M,57,33000.0,17.0,12,3.0,1,6.9,0,1,0.0,12.0,0.0
1.0,M,43,52000.0,24.0,42,3.0,13,2.7823076923076924,2,2,4.0,39.0,99.0
0.0,F,85,90000.0,4.0,26,4.0,0,0.0,0,0,0.0,0.0,0.0
0.0,F,85,90000.0,12.0,26,5.0,0,0.0,0,1,0.0,102.0,0.0
